date,product,demand,price,day_of_week,month,is_weekend,promotion
2011-07-14,Garden & Outdoor,1310,3.28,3,7,0,0
2011-07-15,Garden & Outdoor,503,5.03,4,7,0,0
2011-07-16,Garden & Outdoor,0,5.03,5,7,1,0
2011-07-17,Garden & Outdoor,924,3.39,6,7,1,0
2011-07-18,Garden & Outdoor,1123,3.71,0,7,0,0
2011-07-19,Garden & Outdoor,2555,4.23,1,7,0,0
2011-07-20,Garden & Outdoor,1970,3.03,2,7,0,0
2011-07-21,Garden & Outdoor,1353,4.11,3,7,0,0
2011-07-22,Garden & Outdoor,723,3.38,4,7,0,0
2011-07-23,Garden & Outdoor,0,3.38,5,7,1,0
2011-07-24,Garden & Outdoor,2078,3.59,6,7,1,0
2011-07-25,Garden & Outdoor,1330,4.4,0,7,0,0
2011-07-26,Garden & Outdoor,1699,3.73,1,7,0,0
2011-07-27,Garden & Outdoor,977,3.55,2,7,0,0
2011-07-28,Garden & Outdoor,2139,2.97,3,7,0,0
2011-07-29,Garden & Outdoor,769,3.61,4,7,0,0
2011-07-30,Garden & Outdoor,0,3.61,5,7,1,0
2011-07-31,Garden & Outdoor,751,2.28,6,7,1,0
2011-08-01,Garden & Outdoor,1047,4.92,0,8,0,0
2011-08-02,Garden & Outdoor,1296,3.49,1,8,0,0
2011-08-03,Garden & Outdoor,1080,3.75,2,8,0,0
2011-08-04,Garden & Outdoor,3191,3.86,3,8,0,0
2011-08-05,Garden & Outdoor,836,3.3,4,8,0,0
2011-08-06,Garden & Outdoor,0,3.3,5,8,1,0
2011-08-07,Garden & Outdoor,552,2.98,6,8,1,0
2011-08-08,Garden & Outdoor,1649,4.07,0,8,0,0
2011-08-09,Garden & Outdoor,1616,3.5,1,8,0,0
2011-08-10,Garden & Outdoor,1853,4.66,2,8,0,0
2011-08-11,Garden & Outdoor,3224,5.31,3,8,0,0
2011-08-12,Garden & Outdoor,311,4.63,4,8,0,0
2011-08-13,Garden & Outdoor,0,4.63,5,8,1,0
2011-08-14,Garden & Outdoor,228,2.35,6,8,1,0
2011-08-15,Garden & Outdoor,836,4.22,0,8,0,0
2011-08-16,Garden & Outdoor,1421,3.32,1,8,0,0
2011-08-17,Garden & Outdoor,1657,4.03,2,8,0,0
2011-08-18,Garden & Outdoor,2152,2.81,3,8,0,0
2011-08-19,Garden & Outdoor,830,3.12,4,8,0,0
2011-08-20,Garden & Outdoor,0,3.12,5,8,1,0
2011-08-21,Garden & Outdoor,821,4.19,6,8,1,0
2011-08-22,Garden & Outdoor,1111,3.67,0,8,0,0
2011-08-23,Garden & Outdoor,921,3.81,1,8,0,0
2011-08-24,Garden & Outdoor,2716,3.67,2,8,0,0
2011-08-25,Garden & Outdoor,885,3.22,3,8,0,0
2011-08-26,Garden & Outdoor,1007,4.37,4,8,0,0
2011-08-27,Garden & Outdoor,0,4.37,5,8,1,0
2011-08-28,Garden & Outdoor,401,2.3,6,8,1,0
2011-08-29,Garden & Outdoor,0,2.3,0,8,0,0
2011-08-30,Garden & Outdoor,624,4.78,1,8,0,0
2011-08-31,Garden & Outdoor,794,3.28,2,8,0,0
2011-09-01,Garden & Outdoor,1200,3.21,3,9,0,0
2011-09-02,Garden & Outdoor,1531,4.46,4,9,0,0
2011-09-03,Garden & Outdoor,0,4.46,5,9,1,0
2011-09-04,Garden & Outdoor,1820,2.64,6,9,1,0
2011-09-05,Garden & Outdoor,1778,3.33,0,9,0,0
2011-09-06,Garden & Outdoor,794,3.25,1,9,0,0
2011-09-07,Garden & Outdoor,1267,4.17,2,9,0,0
2011-09-08,Garden & Outdoor,1079,3.3,3,9,0,0
2011-09-09,Garden & Outdoor,1179,3.79,4,9,0,0
2011-09-10,Garden & Outdoor,0,3.79,5,9,1,0
2011-09-11,Garden & Outdoor,1879,2.75,6,9,1,0
2011-09-12,Garden & Outdoor,678,4.87,0,9,0,0
2011-09-13,Garden & Outdoor,2113,3.88,1,9,0,0
2011-09-14,Garden & Outdoor,970,3.91,2,9,0,0
2011-09-15,Garden & Outdoor,1024,4.19,3,9,0,0
2011-09-16,Garden & Outdoor,1197,4.99,4,9,0,0
2011-09-17,Garden & Outdoor,0,4.99,5,9,1,0
2011-09-18,Garden & Outdoor,652,3.13,6,9,1,0
2011-09-19,Garden & Outdoor,4353,3.4,0,9,0,0
2011-09-20,Garden & Outdoor,1993,4.09,1,9,0,0
2011-09-21,Garden & Outdoor,1702,4.35,2,9,0,0
2011-09-22,Garden & Outdoor,2454,3.49,3,9,0,0
2011-09-23,Garden & Outdoor,1770,3.86,4,9,0,0
2011-09-24,Garden & Outdoor,0,3.86,5,9,1,0
2011-09-25,Garden & Outdoor,881,3.08,6,9,1,0
2011-09-26,Garden & Outdoor,1447,2.99,0,9,0,0
2011-09-27,Garden & Outdoor,1318,3.49,1,9,0,0
2011-09-28,Garden & Outdoor,1145,3.24,2,9,0,0
2011-09-29,Garden & Outdoor,1888,3.42,3,9,0,0
2011-09-30,Garden & Outdoor,1422,3.06,4,9,0,0
2011-10-01,Garden & Outdoor,0,3.06,5,10,1,0
2011-10-02,Garden & Outdoor,356,3.43,6,10,1,0
2011-10-03,Garden & Outdoor,1757,3.91,0,10,0,0
2011-10-04,Garden & Outdoor,1546,3.8,1,10,0,0
2011-10-05,Garden & Outdoor,2941,3.07,2,10,0,0
2011-10-06,Garden & Outdoor,4798,3.03,3,10,0,0
2011-10-07,Garden & Outdoor,2775,2.98,4,10,0,0
2011-10-08,Garden & Outdoor,0,2.98,5,10,1,0
2011-10-09,Garden & Outdoor,190,2.85,6,10,1,0
2011-10-10,Garden & Outdoor,1092,3.75,0,10,0,0
2011-10-11,Garden & Outdoor,2511,2.68,1,10,0,0
2011-10-12,Garden & Outdoor,799,4.04,2,10,0,0
2011-10-13,Garden & Outdoor,1376,4.14,3,10,0,0
2011-10-14,Garden & Outdoor,888,3.85,4,10,0,0
2011-10-15,Garden & Outdoor,0,3.85,5,10,1,0
2011-10-16,Garden & Outdoor,1193,3.89,6,10,1,0
2011-10-17,Garden & Outdoor,2084,3.76,0,10,0,0
2011-10-18,Garden & Outdoor,1566,3.11,1,10,0,0
2011-10-19,Garden & Outdoor,1317,3.66,2,10,0,0
2011-10-20,Garden & Outdoor,2833,2.92,3,10,0,0
2011-10-21,Garden & Outdoor,1178,3.82,4,10,0,0
2011-10-22,Garden & Outdoor,0,3.82,5,10,1,0
2011-10-23,Garden & Outdoor,457,2.61,6,10,1,0
2011-10-24,Garden & Outdoor,1519,3.91,0,10,0,0
2011-10-25,Garden & Outdoor,1280,2.9,1,10,0,0
2011-10-26,Garden & Outdoor,614,3.43,2,10,0,0
2011-10-27,Garden & Outdoor,1336,3.08,3,10,0,0
2011-10-28,Garden & Outdoor,1027,2.72,4,10,0,0
2011-10-29,Garden & Outdoor,0,2.72,5,10,1,0
2011-10-30,Garden & Outdoor,1190,2.83,6,10,1,0
2011-10-31,Garden & Outdoor,1359,4.35,0,10,0,0
2011-11-01,Garden & Outdoor,918,2.9,1,11,0,0
2011-11-02,Garden & Outdoor,1732,3.93,2,11,0,0
2011-11-03,Garden & Outdoor,2305,3.83,3,11,0,0
2011-11-04,Garden & Outdoor,2053,2.75,4,11,0,0
2011-11-05,Garden & Outdoor,0,2.75,5,11,1,0
2011-11-06,Garden & Outdoor,1302,2.52,6,11,1,0
2011-11-07,Garden & Outdoor,1510,3.9,0,11,0,0
2011-11-08,Garden & Outdoor,1566,3.33,1,11,0,0
2011-11-09,Garden & Outdoor,2230,4.02,2,11,0,0
2011-11-10,Garden & Outdoor,2770,3.95,3,11,0,0
2011-11-11,Garden & Outdoor,1647,3.3,4,11,0,0
2011-11-12,Garden & Outdoor,0,3.3,5,11,1,0
2011-11-13,Garden & Outdoor,1569,2.57,6,11,1,0
2011-11-14,Garden & Outdoor,3029,3.62,0,11,0,0
2011-11-15,Garden & Outdoor,1844,3.89,1,11,0,0
2011-11-16,Garden & Outdoor,2671,3.64,2,11,0,0
2011-11-17,Garden & Outdoor,2165,3.25,3,11,0,0
2011-11-18,Garden & Outdoor,1215,3.11,4,11,0,0
2011-11-19,Garden & Outdoor,0,3.11,5,11,1,0
2011-11-20,Garden & Outdoor,1280,2.84,6,11,1,0
2011-11-21,Garden & Outdoor,1542,2.83,0,11,0,0
2011-11-22,Garden & Outdoor,1878,3.16,1,11,0,0
2011-11-23,Garden & Outdoor,3152,3.89,2,11,0,0
2011-11-24,Garden & Outdoor,1464,3.0,3,11,0,0
2011-11-25,Garden & Outdoor,1373,3.65,4,11,0,0
2011-11-26,Garden & Outdoor,0,3.65,5,11,1,0
2011-11-27,Garden & Outdoor,499,2.87,6,11,1,0
2011-11-28,Garden & Outdoor,1598,3.13,0,11,0,0
2011-11-29,Garden & Outdoor,1817,3.84,1,11,0,0
2011-11-30,Garden & Outdoor,2194,3.86,2,11,0,0
2011-12-01,Garden & Outdoor,2708,3.28,3,12,0,0
2011-12-02,Garden & Outdoor,2052,2.99,4,12,0,0
2011-12-03,Garden & Outdoor,0,2.99,5,12,1,0
2011-12-04,Garden & Outdoor,1016,2.32,6,12,1,0
2011-12-05,Garden & Outdoor,2097,3.72,0,12,0,0
2011-12-06,Garden & Outdoor,2320,2.68,1,12,0,0
2011-12-07,Garden & Outdoor,2504,2.85,2,12,0,0
2011-12-08,Garden & Outdoor,2144,3.4,3,12,0,0
2011-12-09,Garden & Outdoor,81868,4.07,4,12,0,1
2009-12-01,Gifts & Party,4241,6.6,1,12,0,0
2009-12-02,Gifts & Party,5977,5.76,2,12,0,0
2009-12-03,Gifts & Party,4495,5.12,3,12,0,0
2009-12-04,Gifts & Party,4427,4.81,4,12,0,0
2009-12-05,Gifts & Party,873,3.24,5,12,1,0
2009-12-06,Gifts & Party,1635,2.75,6,12,1,0
2009-12-07,Gifts & Party,2604,6.87,0,12,0,0
2009-12-08,Gifts & Party,3998,4.69,1,12,0,0
2009-12-09,Gifts & Party,2878,6.61,2,12,0,0
2009-12-10,Gifts & Party,3475,5.03,3,12,0,0
2009-12-11,Gifts & Party,3080,2.22,4,12,0,0
2009-12-12,Gifts & Party,0,2.22,5,12,1,0
2009-12-13,Gifts & Party,1833,2.49,6,12,1,0
2009-12-14,Gifts & Party,10746,7.45,0,12,0,1
2009-12-15,Gifts & Party,3007,5.85,1,12,0,0
2009-12-16,Gifts & Party,3815,8.5,2,12,0,0
2009-12-17,Gifts & Party,2429,2.5,3,12,0,0
2009-12-18,Gifts & Party,2660,8.34,4,12,0,0
2009-12-19,Gifts & Party,0,8.34,5,12,1,0
2009-12-20,Gifts & Party,1184,2.76,6,12,1,0
2009-12-21,Gifts & Party,804,3.28,0,12,0,0
2009-12-22,Gifts & Party,2461,13.6,1,12,0,0
2009-12-23,Gifts & Party,611,5.48,2,12,0,0
2009-12-24,Gifts & Party,0,5.48,3,12,0,0
2009-12-25,Gifts & Party,0,5.48,4,12,0,0
2009-12-26,Gifts & Party,0,5.48,5,12,1,0
2009-12-27,Gifts & Party,0,5.48,6,12,1,0
2009-12-28,Gifts & Party,0,5.48,0,12,0,0
2009-12-29,Gifts & Party,0,5.48,1,12,0,0
2009-12-30,Gifts & Party,0,5.48,2,12,0,0
2009-12-31,Gifts & Party,0,5.48,3,12,0,0
2010-01-01,Gifts & Party,0,5.48,4,1,0,0
2010-01-02,Gifts & Party,0,5.48,5,1,1,0
2010-01-03,Gifts & Party,0,5.48,6,1,1,0
2010-01-04,Gifts & Party,477,2.44,0,1,0,0
2010-01-05,Gifts & Party,1606,2.88,1,1,0,0
2010-01-06,Gifts & Party,1200,3.34,2,1,0,0
2010-01-07,Gifts & Party,7185,2.38,3,1,0,0
2010-01-08,Gifts & Party,1613,4.34,4,1,0,0
2010-01-09,Gifts & Party,0,4.34,5,1,1,0
2010-01-10,Gifts & Party,1701,2.63,6,1,1,0
2010-01-11,Gifts & Party,2115,8.7,0,1,0,0
2010-01-12,Gifts & Party,2122,4.43,1,1,0,0
2010-01-13,Gifts & Party,1766,8.07,2,1,0,0
2010-01-14,Gifts & Party,2244,6.71,3,1,0,0
2010-01-15,Gifts & Party,1186,3.03,4,1,0,0
2010-01-16,Gifts & Party,0,3.03,5,1,1,0
2010-01-17,Gifts & Party,1920,3.13,6,1,1,0
2010-01-18,Gifts & Party,2025,7.39,0,1,0,0
2010-01-19,Gifts & Party,3046,7.46,1,1,0,0
2010-01-20,Gifts & Party,1531,6.7,2,1,0,0
2010-01-21,Gifts & Party,24151,2.6,3,1,0,1
2010-01-22,Gifts & Party,2751,7.72,4,1,0,0
2010-01-23,Gifts & Party,0,7.72,5,1,1,0
2010-01-24,Gifts & Party,1370,2.97,6,1,1,0
2010-01-25,Gifts & Party,1602,5.51,0,1,0,0
2010-01-26,Gifts & Party,3582,4.25,1,1,0,0
2010-01-27,Gifts & Party,2431,5.46,2,1,0,0
2010-01-28,Gifts & Party,2115,2.79,3,1,0,0
2010-01-29,Gifts & Party,1992,4.96,4,1,0,0
2010-01-30,Gifts & Party,0,4.96,5,1,1,0
2010-01-31,Gifts & Party,2186,2.8,6,1,1,0
2010-02-01,Gifts & Party,1922,4.94,0,2,0,0
2010-02-02,Gifts & Party,1783,2.37,1,2,0,0
2010-02-03,Gifts & Party,2026,5.84,2,2,0,0
2010-02-04,Gifts & Party,2641,3.29,3,2,0,0
2010-02-05,Gifts & Party,1831,6.62,4,2,0,0
2010-02-06,Gifts & Party,0,6.62,5,2,1,0
2010-02-07,Gifts & Party,769,2.92,6,2,1,0
2010-02-08,Gifts & Party,1403,5.7,0,2,0,0
2010-02-09,Gifts & Party,1484,5.17,1,2,0,0
2010-02-10,Gifts & Party,468,8.39,2,2,0,0
2010-02-11,Gifts & Party,759,4.88,3,2,0,0
2010-02-12,Gifts & Party,798,5.52,4,2,0,0
2010-02-13,Gifts & Party,0,5.52,5,2,1,0
2010-02-14,Gifts & Party,2026,2.45,6,2,1,0
2010-02-15,Gifts & Party,5786,3.94,0,2,0,0
2010-02-16,Gifts & Party,2188,6.12,1,2,0,0
2010-02-17,Gifts & Party,1509,3.72,2,2,0,0
2010-02-18,Gifts & Party,3531,2.62,3,2,0,0
2010-02-19,Gifts & Party,1875,8.24,4,2,0,0
2010-02-20,Gifts & Party,0,8.24,5,2,1,0
2010-02-21,Gifts & Party,1029,3.3,6,2,1,0
2010-02-22,Gifts & Party,1712,3.24,0,2,0,0
2010-02-23,Gifts & Party,1534,4.53,1,2,0,0
2010-02-24,Gifts & Party,2964,5.12,2,2,0,0
2010-02-25,Gifts & Party,2667,4.52,3,2,0,0
2010-02-26,Gifts & Party,1093,6.77,4,2,0,0
2010-02-27,Gifts & Party,0,6.77,5,2,1,0
2010-02-28,Gifts & Party,1667,2.98,6,2,1,0
2010-03-01,Gifts & Party,2347,4.56,0,3,0,0
2010-03-02,Gifts & Party,1576,7.19,1,3,0,0
2010-03-03,Gifts & Party,2772,4.22,2,3,0,0
2010-03-04,Gifts & Party,2791,4.43,3,3,0,0
2010-03-05,Gifts & Party,3347,5.0,4,3,0,0
2010-03-06,Gifts & Party,0,5.0,5,3,1,0
2010-03-07,Gifts & Party,1716,3.29,6,3,1,0
2010-03-08,Gifts & Party,2309,8.86,0,3,0,0
2010-03-09,Gifts & Party,1770,4.88,1,3,0,0
2010-03-10,Gifts & Party,3008,5.58,2,3,0,0
2010-03-11,Gifts & Party,1956,6.48,3,3,0,0
2010-03-12,Gifts & Party,2191,7.45,4,3,0,0
2010-03-13,Gifts & Party,0,7.45,5,3,1,0
2010-03-14,Gifts & Party,689,2.62,6,3,1,0
2010-03-15,Gifts & Party,2113,7.83,0,3,0,0
2010-03-16,Gifts & Party,2152,5.05,1,3,0,0
2010-03-17,Gifts & Party,1760,3.52,2,3,0,0
2010-03-18,Gifts & Party,3475,4.0,3,3,0,0
2010-03-19,Gifts & Party,1313,4.99,4,3,0,0
2010-03-20,Gifts & Party,0,4.99,5,3,1,0
2010-03-21,Gifts & Party,1571,2.24,6,3,1,0
2010-03-22,Gifts & Party,2728,5.01,0,3,0,0
2010-03-23,Gifts & Party,1339,4.62,1,3,0,0
2010-03-24,Gifts & Party,2635,4.4,2,3,0,0
2010-03-25,Gifts & Party,3107,3.7,3,3,0,0
2010-03-26,Gifts & Party,4569,4.08,4,3,0,0
2010-03-27,Gifts & Party,0,4.08,5,3,1,0
2010-03-28,Gifts & Party,2188,2.31,6,3,1,0
2010-03-29,Gifts & Party,6263,5.61,0,3,0,0
2010-03-30,Gifts & Party,2286,6.28,1,3,0,0
2010-03-31,Gifts & Party,1878,6.03,2,3,0,0
2010-04-01,Gifts & Party,1824,4.68,3,4,0,0
2010-04-02,Gifts & Party,0,4.68,4,4,0,0
2010-04-03,Gifts & Party,0,4.68,5,4,1,0
2010-04-04,Gifts & Party,0,4.68,6,4,1,0
2010-04-05,Gifts & Party,0,4.68,0,4,0,0
2010-04-06,Gifts & Party,2122,3.27,1,4,0,0
2010-04-07,Gifts & Party,4628,3.15,2,4,0,0
2010-04-08,Gifts & Party,3867,3.48,3,4,0,0
2010-04-09,Gifts & Party,1848,4.56,4,4,0,0
2010-04-10,Gifts & Party,0,4.56,5,4,1,0
2010-04-11,Gifts & Party,2027,3.12,6,4,1,0
2010-04-12,Gifts & Party,2334,4.48,0,4,0,0
2010-04-13,Gifts & Party,1828,3.23,1,4,0,0
2010-04-14,Gifts & Party,2366,3.08,2,4,0,0
2010-04-15,Gifts & Party,1472,3.59,3,4,0,0
2010-04-16,Gifts & Party,1178,2.77,4,4,0,0
2010-04-17,Gifts & Party,0,2.77,5,4,1,0
2010-04-18,Gifts & Party,2105,3.43,6,4,1,0
2010-04-19,Gifts & Party,2600,7.65,0,4,0,0
2010-04-20,Gifts & Party,2402,4.42,1,4,0,0
2010-04-21,Gifts & Party,2350,5.26,2,4,0,0
2010-04-22,Gifts & Party,2571,4.21,3,4,0,0
2010-04-23,Gifts & Party,1145,4.72,4,4,0,0
2010-04-24,Gifts & Party,0,4.72,5,4,1,0
2010-04-25,Gifts & Party,1730,2.98,6,4,1,0
2010-04-26,Gifts & Party,2679,5.95,0,4,0,0
2010-04-27,Gifts & Party,3417,3.76,1,4,0,0
2010-04-28,Gifts & Party,2402,3.66,2,4,0,0
2010-04-29,Gifts & Party,2551,4.16,3,4,0,0
2010-04-30,Gifts & Party,3989,5.94,4,4,0,0
2010-05-01,Gifts & Party,0,5.94,5,5,1,0
2010-05-02,Gifts & Party,1340,3.34,6,5,1,0
2010-05-03,Gifts & Party,0,3.34,0,5,0,0
2010-05-04,Gifts & Party,1311,8.18,1,5,0,0
2010-05-05,Gifts & Party,2128,6.11,2,5,0,0
2010-05-06,Gifts & Party,5964,4.25,3,5,0,0
2010-05-07,Gifts & Party,2123,4.13,4,5,0,0
2010-05-08,Gifts & Party,0,4.13,5,5,1,0
2010-05-09,Gifts & Party,2482,3.12,6,5,1,0
2010-05-10,Gifts & Party,2488,4.33,0,5,0,0
2010-05-11,Gifts & Party,2547,4.52,1,5,0,0
2010-05-12,Gifts & Party,2449,4.24,2,5,0,0
2010-05-13,Gifts & Party,6050,4.79,3,5,0,0
2010-05-14,Gifts & Party,1380,4.73,4,5,0,0
2010-05-15,Gifts & Party,0,4.73,5,5,1,0
2010-05-16,Gifts & Party,1823,3.45,6,5,1,0
2010-05-17,Gifts & Party,2274,4.69,0,5,0,0
2010-05-18,Gifts & Party,1503,5.22,1,5,0,0
2010-05-19,Gifts & Party,1246,3.78,2,5,0,0
2010-05-20,Gifts & Party,2645,2.95,3,5,0,0
2010-05-21,Gifts & Party,1822,5.63,4,5,0,0
2010-05-22,Gifts & Party,0,5.63,5,5,1,0
2010-05-23,Gifts & Party,2253,3.79,6,5,1,0
2010-05-24,Gifts & Party,3904,4.54,0,5,0,0
2010-05-25,Gifts & Party,2109,5.3,1,5,0,0
2010-05-26,Gifts & Party,3171,7.26,2,5,0,0
2010-05-27,Gifts & Party,2903,3.63,3,5,0,0
2010-05-28,Gifts & Party,3123,4.66,4,5,0,0
2010-05-29,Gifts & Party,0,4.66,5,5,1,0
2010-05-30,Gifts & Party,634,2.78,6,5,1,0
2010-05-31,Gifts & Party,0,2.78,0,5,0,0
2010-06-01,Gifts & Party,1618,3.66,1,6,0,0
2010-06-02,Gifts & Party,1500,4.74,2,6,0,0
2010-06-03,Gifts & Party,2370,3.85,3,6,0,0
2010-06-04,Gifts & Party,1434,7.21,4,6,0,0
2010-06-05,Gifts & Party,0,7.21,5,6,1,0
2010-06-06,Gifts & Party,2382,3.49,6,6,1,0
2010-06-07,Gifts & Party,3214,4.0,0,6,0,0
2010-06-08,Gifts & Party,2795,6.39,1,6,0,0
2010-06-09,Gifts & Party,3404,3.59,2,6,0,0
2010-06-10,Gifts & Party,1248,3.9,3,6,0,0
2010-06-11,Gifts & Party,3582,4.6,4,6,0,0
2010-06-12,Gifts & Party,0,4.6,5,6,1,0
2010-06-13,Gifts & Party,1924,3.72,6,6,1,0
2010-06-14,Gifts & Party,3053,3.95,0,6,0,0
2010-06-15,Gifts & Party,2628,3.7,1,6,0,0
2010-06-16,Gifts & Party,4186,3.72,2,6,0,0
2010-06-17,Gifts & Party,2159,3.72,3,6,0,0
2010-06-18,Gifts & Party,1467,3.54,4,6,0,0
2010-06-19,Gifts & Party,0,3.54,5,6,1,0
2010-06-20,Gifts & Party,622,3.61,6,6,1,0
2010-06-21,Gifts & Party,2487,3.09,0,6,0,0
2010-06-22,Gifts & Party,853,5.93,1,6,0,0
2010-06-23,Gifts & Party,2555,4.23,2,6,0,0
2010-06-24,Gifts & Party,2419,8.23,3,6,0,0
2010-06-25,Gifts & Party,1533,3.87,4,6,0,0
2010-06-26,Gifts & Party,0,3.87,5,6,1,0
2010-06-27,Gifts & Party,1513,3.32,6,6,1,0
2010-06-28,Gifts & Party,7216,4.56,0,6,0,0
2010-06-29,Gifts & Party,2656,4.92,1,6,0,0
2010-06-30,Gifts & Party,4320,4.48,2,6,0,0
2010-07-01,Gifts & Party,3398,3.55,3,7,0,0
2010-07-02,Gifts & Party,1704,3.66,4,7,0,0
2010-07-03,Gifts & Party,0,3.66,5,7,1,0
2010-07-04,Gifts & Party,1216,3.73,6,7,1,0
2010-07-05,Gifts & Party,3055,2.77,0,7,0,0
2010-07-06,Gifts & Party,2629,5.16,1,7,0,0
2010-07-07,Gifts & Party,2491,6.92,2,7,0,0
2010-07-08,Gifts & Party,1964,3.59,3,7,0,0
2010-07-09,Gifts & Party,2093,6.19,4,7,0,0
2010-07-10,Gifts & Party,0,6.19,5,7,1,0
2010-07-11,Gifts & Party,512,3.05,6,7,1,0
2010-07-12,Gifts & Party,1742,5.13,0,7,0,0
2010-07-13,Gifts & Party,1522,5.22,1,7,0,0
2010-07-14,Gifts & Party,2902,4.71,2,7,0,0
2010-07-15,Gifts & Party,2985,3.39,3,7,0,0
2010-07-16,Gifts & Party,3233,3.51,4,7,0,0
2010-07-17,Gifts & Party,0,3.51,5,7,1,0
2010-07-18,Gifts & Party,2322,2.51,6,7,1,0
2010-07-19,Gifts & Party,2608,5.03,0,7,0,0
2010-07-20,Gifts & Party,2469,4.17,1,7,0,0
2010-07-21,Gifts & Party,1863,6.14,2,7,0,0
2010-07-22,Gifts & Party,2211,6.89,3,7,0,0
2010-07-23,Gifts & Party,2452,4.02,4,7,0,0
2010-07-24,Gifts & Party,0,4.02,5,7,1,0
2010-07-25,Gifts & Party,3113,2.31,6,7,1,0
2010-07-26,Gifts & Party,3710,4.88,0,7,0,0
2010-07-27,Gifts & Party,1940,2.95,1,7,0,0
2010-07-28,Gifts & Party,2101,2.66,2,7,0,0
2010-07-29,Gifts & Party,2841,5.46,3,7,0,0
2010-07-30,Gifts & Party,1554,4.57,4,7,0,0
2010-07-31,Gifts & Party,0,4.57,5,7,1,0
2010-08-01,Gifts & Party,879,2.36,6,8,1,0
2010-08-02,Gifts & Party,2758,4.32,0,8,0,0
2010-08-03,Gifts & Party,3323,5.63,1,8,0,0
2010-08-04,Gifts & Party,2693,6.66,2,8,0,0
2010-08-05,Gifts & Party,2578,2.63,3,8,0,0
2010-08-06,Gifts & Party,2533,3.61,4,8,0,0
2010-08-07,Gifts & Party,0,3.61,5,8,1,0
2010-08-08,Gifts & Party,2929,2.07,6,8,1,0
2010-08-09,Gifts & Party,13753,2.58,0,8,0,1
2010-08-10,Gifts & Party,5233,6.64,1,8,0,0
2010-08-11,Gifts & Party,1443,5.64,2,8,0,0
2010-08-12,Gifts & Party,4189,3.48,3,8,0,0
2010-08-13,Gifts & Party,2439,5.41,4,8,0,0
2010-08-14,Gifts & Party,0,5.41,5,8,1,0
2010-08-15,Gifts & Party,2865,2.5,6,8,1,0
2010-08-16,Gifts & Party,2482,5.46,0,8,0,0
2010-08-17,Gifts & Party,3100,3.76,1,8,0,0
2010-08-18,Gifts & Party,2890,3.96,2,8,0,0
2010-08-19,Gifts & Party,5886,3.84,3,8,0,0
2010-08-20,Gifts & Party,1774,4.84,4,8,0,0
2010-08-21,Gifts & Party,0,4.84,5,8,1,0
2010-08-22,Gifts & Party,2559,2.95,6,8,1,0
2010-08-23,Gifts & Party,2998,3.6,0,8,0,0
2010-08-24,Gifts & Party,3081,3.0,1,8,0,0
2010-08-25,Gifts & Party,2895,3.4,2,8,0,0
2010-08-26,Gifts & Party,2676,5.09,3,8,0,0
2010-08-27,Gifts & Party,1271,4.88,4,8,0,0
2010-08-28,Gifts & Party,0,4.88,5,8,1,0
2010-08-29,Gifts & Party,1429,2.94,6,8,1,0
2010-08-30,Gifts & Party,0,2.94,0,8,0,0
2010-08-31,Gifts & Party,2655,5.01,1,8,0,0
2010-09-01,Gifts & Party,2376,5.9,2,9,0,0
2010-09-02,Gifts & Party,3632,3.91,3,9,0,0
2010-09-03,Gifts & Party,3136,4.11,4,9,0,0
2010-09-04,Gifts & Party,0,4.11,5,9,1,0
2010-09-05,Gifts & Party,1228,2.82,6,9,1,0
2010-09-06,Gifts & Party,3317,5.7,0,9,0,0
2010-09-07,Gifts & Party,2316,4.31,1,9,0,0
2010-09-08,Gifts & Party,1791,3.32,2,9,0,0
2010-09-09,Gifts & Party,2828,4.03,3,9,0,0
2010-09-10,Gifts & Party,1222,4.43,4,9,0,0
2010-09-11,Gifts & Party,0,4.43,5,9,1,0
2010-09-12,Gifts & Party,2096,2.57,6,9,1,0
2010-09-13,Gifts & Party,3921,5.26,0,9,0,0
2010-09-14,Gifts & Party,2094,3.94,1,9,0,0
2010-09-15,Gifts & Party,3713,3.43,2,9,0,0
2010-09-16,Gifts & Party,3505,2.6,3,9,0,0
2010-09-17,Gifts & Party,3303,3.48,4,9,0,0
2010-09-18,Gifts & Party,0,3.48,5,9,1,0
2010-09-19,Gifts & Party,3670,2.27,6,9,1,0
2010-09-20,Gifts & Party,7041,4.01,0,9,0,0
2010-09-21,Gifts & Party,7344,2.87,1,9,0,0
2010-09-22,Gifts & Party,3446,3.83,2,9,0,0
2010-09-23,Gifts & Party,7020,2.69,3,9,0,0
2010-09-24,Gifts & Party,8028,2.74,4,9,0,0
2010-09-25,Gifts & Party,0,2.74,5,9,1,0
2010-09-26,Gifts & Party,2614,2.49,6,9,1,0
2010-09-27,Gifts & Party,21576,3.08,0,9,0,1
2010-09-28,Gifts & Party,6691,4.32,1,9,0,0
2010-09-29,Gifts & Party,4979,3.21,2,9,0,0
2010-09-30,Gifts & Party,5576,3.71,3,9,0,0
2010-10-01,Gifts & Party,5622,4.02,4,10,0,0
2010-10-02,Gifts & Party,0,4.02,5,10,1,0
2010-10-03,Gifts & Party,5886,2.65,6,10,1,0
2010-10-04,Gifts & Party,6515,3.78,0,10,0,0
2010-10-05,Gifts & Party,8707,2.47,1,10,0,1
2010-10-06,Gifts & Party,4579,2.2,2,10,0,0
2010-10-07,Gifts & Party,7342,3.3,3,10,0,0
